"strain","surv_low","surv_med","surv_upp","haz_low","haz_med","haz_upp","t","model","waic","diverg"
"wht.C",0.232712478675377,0.343121799391546,0.455915843465367,0.0407329815059111,0.0554726611113491,0.0756088168206857,19.2828282828283,"Exponential",314.468592740203,0
"wht.C",0.228660418818286,0.33872815958383,0.451621762960872,0.0407329815059111,0.0554726611113491,0.0756088168206857,19.5151515151515,"Exponential",314.468592740203,0
"wht.C",0.224678914665499,0.334390779888202,0.447368126609518,0.0407329815059111,0.0554726611113491,0.0756088168206857,19.7474747474747,"Exponential",314.468592740203,0
"wht.C",0.220766737679256,0.33010893989963,0.443154553484641,0.0407329815059111,0.0554726611113491,0.0756088168206857,19.979797979798,"Exponential",314.468592740203,0
"wht.C",0.216922680713479,0.325881928437791,0.438980666247362,0.0407329815059111,0.0554726611113491,0.0756088168206857,20.2121212121212,"Exponential",314.468592740203,0
"wht.C",0.213145557641298,0.321709043428959,0.434846091112805,0.0407329815059111,0.0554726611113491,0.0756088168206857,20.4444444444444,"Exponential",314.468592740203,0
"wht.C",0.209434202989054,0.317589591789388,0.430750457816617,0.0407329815059111,0.0554726611113491,0.0756088168206857,20.6767676767677,"Exponential",314.468592740203,0
"wht.C",0.205787471576681,0.3135228893102,0.426693399581811,0.0407329815059111,0.0554726611113491,0.0756088168206857,20.9090909090909,"Exponential",314.468592740203,0
"wht.C",0.202204238164348,0.309508260543742,0.422674553085922,0.0407329815059111,0.0554726611113491,0.0756088168206857,21.1414141414141,"Exponential",314.468592740203,0
"wht.C",0.198683397105251,0.3055450386914,0.418693558428469,0.0407329815059111,0.0554726611113491,0.0756088168206857,21.3737373737374,"Exponential",314.468592740203,0
"wht.C",0.195223862004455,0.30163256549285,0.414750059098722,0.0407329815059111,0.0554726611113491,0.0756088168206857,21.6060606060606,"Exponential",314.468592740203,0
"wht.C",0.191824565383673,0.297770191116722,0.41084370194378,0.0407329815059111,0.0554726611113491,0.0756088168206857,21.8383838383838,"Exponential",314.468592740203,0
"wht.C",0.188484458351884,0.293957274052673,0.406974137136942,0.0407329815059111,0.0554726611113491,0.0756088168206857,22.0707070707071,"Exponential",314.468592740203,0
"wht.C",0.185202510281687,0.290193181004835,0.403141018146381,0.0407329815059111,0.0554726611113491,0.0756088168206857,22.3030303030303,"Exponential",314.468592740203,0
"wht.C",0.181977708491287,0.286477286786629,0.399344001704108,0.0407329815059111,0.0554726611113491,0.0756088168206857,22.5353535353535,"Exponential",314.468592740203,0
"wht.C",0.17880905793202,0.282808974216926,0.395582747775234,0.0407329815059111,0.0554726611113491,0.0756088168206857,22.7676767676768,"Exponential",314.468592740203,0
"wht.C",0.175695580881321,0.27918763401754,0.391856919527517,0.0407329815059111,0.0554726611113491,0.0756088168206857,23,"Exponential",314.468592740203,0
"wht.C",1,1,1,0,0,0,0,"Weibull",198.433886338119,0
"wht.C",0.999999999993459,0.999999999999999,1,3.90264386625528e-18,4.21893066627977e-14,1.6420946581501e-10,0.232323232323232,"Weibull",198.433886338119,0
"wht.C",0.999999999627107,0.999999999999731,1,1.74805606559169e-15,4.44977953433827e-12,4.68147138116275e-09,0.464646464646465,"Weibull",198.433886338119,0
"wht.C",0.999999996029948,0.999999999993887,0.999999999999996,6.28003992224383e-14,6.80458602095315e-11,3.32281537200188e-08,0.696969696969697,"Weibull",198.433886338119,0
"wht.C",0.999999978737247,0.999999999943057,0.999999999999925,7.97865186764337e-13,4.7107418554314e-10,1.33472946342274e-07,0.929292929292929,"Weibull",198.433886338119,0
"wht.C",0.999999921847724,0.999999999683078,0.999999999999323,5.73115958159287e-12,2.1123601757222e-09,3.92470769175646e-07,1.16161616161616,"Weibull",198.433886338119,0
"wht.C",0.999999773616226,0.999999998699268,0.999999999995933,2.87016826556264e-11,7.20993191103076e-09,9.47395578670111e-07,1.39393939393939,"Weibull",198.433886338119,0
"wht.C",0.999999443608416,0.999999995720623,0.999999999981472,1.12064979868419e-10,2.03597730263573e-08,1.9958193637447e-06,1.62626262626263,"Weibull",198.433886338119,0
"wht.C",0.999998787509144,0.999999987975315,0.999999999931094,3.64676633332547e-10,4.98182089456106e-08,3.80564705688371e-06,1.85858585858586,"Weibull",198.433886338119,0
"wht.C",0.999997589656151,0.999999970216647,0.999999999780512,1.03178542730291e-09,1.09636874386904e-07,6.72594423869593e-06,2.09090909090909,"Weibull",198.433886338119,0
"wht.C",0.999995543357935,0.999999932985566,0.999999999381827,2.60239956334606e-09,2.2204709068009e-07,1.12136917403817e-05,2.32323232323232,"Weibull",198.433886338119,0
"wht.C",0.99999222249571,0.999999860436847,0.999999998429721,6.00628701649193e-09,4.21712241325118e-07,1.77215523017173e-05,2.55555555555556,"Weibull",198.433886338119,0
"wht.C",0.999987067133586,0.999999726926014,0.999999996324066,1.28893546505462e-08,7.55829382646587e-07,2.69130850876148e-05,2.78787878787879,"Weibull",198.433886338119,0
"wht.C",0.999979423522667,0.999999493552461,0.999999991961194,2.60184526514853e-08,1.29019955179765e-06,3.95279383748159e-05,3.02020202020202,"Weibull",198.433886338119,0
"wht.C",0.999968369686266,0.999999102829917,0.999999983410482,4.97845238898701e-08,2.10938275760854e-06,5.64260531434431e-05,3.25252525252525,"Weibull",198.433886338119,0
"wht.C",0.999952798582448,0.999998478097049,0.999999967423033,9.08804199545699e-08,3.33368736434518e-06,7.86296656020328e-05,3.48484848484848,"Weibull",198.433886338119,0
"wht.C",0.999931358211494,0.999997509159507,0.999999938977948,1.6188256221595e-07,5.13422627839166e-06,0.000107249946205813,3.71717171717172,"Weibull",198.433886338119,0
"wht.C",0.99990240489827,0.999996043284544,0.999999889816657,2.79790521341429e-07,7.74621407993936e-06,0.000143561861477006,3.94949494949495,"Weibull",198.433886338119,0
"wht.C",0.999863970593508,0.999993866657517,0.999999804490964,4.65298245404009e-07,1.14157516734494e-05,0.000188993300940327,4.18181818181818,"Weibull",198.433886338119,0
"wht.C",0.999813773598518,0.999990657565327,0.999999663811547,7.5138903238311e-07,1.64289186349109e-05,0.00024513671138663,4.41414141414141,"Weibull",198.433886338119,0
"wht.C",0.999749127865855,0.999986072755202,0.999999442301275,1.18392022942264e-06,2.31560391857037e-05,0.000312702865449482,4.64646464646465,"Weibull",198.433886338119,0
"wht.C",0.999666920279014,0.999979656187483,0.99999909758111,1.82451007072102e-06,3.19995810968338e-05,0.000394186178017561,4.87878787878788,"Weibull",198.433886338119,0
"wht.C",0.999563437549437,0.999970855610323,0.999998572113236,2.75516245426564e-06,4.39277790284377e-05,0.000491582505129141,5.11111111111111,"Weibull",198.433886338119,0
"wht.C",0.999435623599328,0.999959056333552,0.999997786288495,4.08279022414831e-06,5.92509158387404e-05,0.00060706117340057,5.34343434343434,"Weibull",198.433886338119,0
"wht.C",0.999279321579189,0.999943295885403,0.999996631883446,5.93001001025522e-06,7.88881282977476e-05,0.000742971170891981,5.57575757575758,"Weibull",198.433886338119,0
"wht.C",0.999088882647525,0.99992197589693,0.999994962833268,8.48228731445629e-06,0.000104060440064003,0.000902060486234059,5.80808080808081,"Weibull",198.433886338119,0
"wht.C",0.998858684245803,0.999894342641385,0.999992602336659,1.1962317909155e-05,0.000135665643942024,0.00109032194550992,6.04040404040404,"Weibull",198.433886338119,0
"wht.C",0.998582457954174,0.999858566342784,0.999989303839528,1.66526652833356e-05,0.000175050371979645,0.00130898157151195,6.27272727272727,"Weibull",198.433886338119,0
